epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,238.846,0.52385,0.98,1,0.0796,0.000368482,0.000368482,0.000368482
